company_id,type
1996480,1
1989065,1
1988064,1
1976320,1
1969036,1
1988560,1
1981117,1
1989464,1
2048071,1
1954739,1
1967753,1
1954065,1
1969863,1
1966585,1
1954245,1
2008340,1
1971519,1
1954291,1
1984920,1
1996562,1
2047493,1
1955280,1
1957233,1
1956162,1
1988574,1
1972156,1
1954416,1
1955072,1
1961774,1
1954107,1
1954165,1
